,Name,Lat,Lon,Numer_of_Guests,Price_per_night,Accommodation_Type,Star,labels,price_group,Final_Arrondissement,address
1085,"Marais Studio, comfort in the heart of Paris",48.856,2.362,2,65,Entire Place,5,1,2,4,"Centre de secours Sévigné, 7, Rue de Sévigné, Quartier Saint-Gervais, Paris 4e Arrondissement, Paris, Île-de-France, France métropolitaine, 75004, France"
1086,GuestReady - Amazing Studio 2 mins to Arts et Métiers Metro!,48.86501,2.35623,2,65,Entire Place,5,1,2,3,"Gedimat, 9, Rue Bailly, Quartier des Arts-et-Métiers, Paris 3e Arrondissement, Paris, Île-de-France, France métropolitaine, 75003, France"
1087,Charmant Studio au coeur du Marais,48.85757,2.36445,2,63,Entire Place,5,1,2,3,"36, Rue de Turenne, Quartier des Archives, Paris 3e Arrondissement, Paris, Île-de-France, France métropolitaine, 75003, France"
1088,Escale dans le Marais,48.867,2.359,2,65,Entire Place,5,1,2,3,"20, Rue du Vertbois, Quartier des Arts-et-Métiers, Paris 3e Arrondissement, Paris, Île-de-France, France métropolitaine, 75003, France"
1089,Charming studio in the Marais Quiet,48.86659,2.3584,2,73,Entire Place,5,1,2,3,"Lycée Turgot, Rue de Turbigo, Quartier des Arts-et-Métiers, Paris 3e Arrondissement, Paris, Île-de-France, France métropolitaine, 75003, France"
1090,Charming studio in a courtyard in Paris,48.85106,2.37243,2,73,Entire Place,5,1,2,12,"Centre Hospitalier des Quinze-Vingts, Avenue Daumesnil, Quartier des Quinze-Vingts, Paris 12e Arrondissement, Paris, Île-de-France, France métropolitaine, 75012, France"
1091,Comfortable studio Bastille place,48.85162,2.37308,2,66,Entire Place,5,1,2,12,"Cour du Bel Air, Quartier des Quinze-Vingts, Paris 12e Arrondissement, Paris, Île-de-France, France métropolitaine, 75012, France"
1092,Studio Arts et Métiers (Marais),48.86618,2.35883,2,79,Entire Place,5,1,2,3,"Lycée Turgot, Rue de Turbigo, Quartier des Arts-et-Métiers, Paris 3e Arrondissement, Paris, Île-de-France, France métropolitaine, 75003, France"
1093,Lovely Studio Flat in Bastille.,48.85466,2.37399,2,73,Entire Place,5,1,2,11,"Lycée Polyvalent Paul Poiret, 19, Rue des Taillandiers, Quartier de la Roquette, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France"
1094,"Blason, 1BR/1BA for 2 people",48.85931,2.35413,2,73,Entire Place,5,1,2,4,"Optic 2000, Rue du Temple, Quartier Saint-Merri, Paris 4e Arrondissement, Paris, Île-de-France, France métropolitaine, 75004, France"
1095,Nice and cosy flat in the center of Paris,48.84996,2.37169,2,66,Entire Place,5,1,2,12,"Centre Hospitalier des Quinze-Vingts, Avenue Daumesnil, Quartier des Quinze-Vingts, Paris 12e Arrondissement, Paris, Île-de-France, France métropolitaine, 75012, France"
1096,80 m2 a deux pas du marais!,48.865,2.366,2,95,Entire Place,5,1,2,11,"Tapas des Îles, Rue Jean-Pierre Timbaud, Quartier de la Folie-Méricourt, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France"
1098,Cozy app in the heart of Marais,48.85389,2.3671,2,96,Entire Place,5,1,2,4,"Pharmacie des Tournelles, Rue des Tournelles, Quartier de l'Arsenal, Paris 4e Arrondissement, Paris, Île-de-France, France métropolitaine, 75004, France"
1099,Gare de Lyon Haussmanien 3 pièces 63m2,48.8477,2.37276,2,95,Entire Place,5,1,2,12,"École maternelle Traversière, Rue Traversière, Quartier des Quinze-Vingts, Paris 12e Arrondissement, Paris, Île-de-France, France métropolitaine, 75012, France"
1100,Lovely and luminous duplex in the center of Paris,48.85981,2.37519,2,95,Entire Place,5,1,2,11,"Passage de l'Asile, Quartier Saint-Ambroise, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France"
1101,Haut Marais/Filles de Calvaire,48.86289,2.36469,2,62,Entire Place,5,1,2,3,"Service retouche, Rue de Turenne, Quartier des Enfants-Rouges, Paris 3e Arrondissement, Paris, Île-de-France, France métropolitaine, 75003, France"
1102,Petit nid douillet pour 2 dans le Marais,48.86373,2.35816,2,70,Entire Place,5,1,2,3,"École Élémentaire des Vertus, Rue des Vertus, Quartier des Arts-et-Métiers, Paris 3e Arrondissement, Paris, Île-de-France, France métropolitaine, 75003, France"
1103,Island Gem,48.85192,2.35705,2,70,Entire Place,5,1,2,4,"Théâtre de l'Île Saint-Louis Paul-Rey, Rue des Deux Ponts, Quartier Les Îles, Paris 4e Arrondissement, Paris, Île-de-France, France métropolitaine, 75004, France"
1104,Studio dans le centre de Paris - Le Marais (4è),48.85358,2.36323,2,70,Entire Place,5,1,2,4,"École primaire, Rue Neuve Saint-Pierre, Quartier de l'Arsenal, Paris 4e Arrondissement, Paris, Île-de-France, France métropolitaine, 75004, France"
1105,Bastille Nest,48.85482,2.3729,2,70,Entire Place,5,1,2,11,"Sakura, Rue de la Roquette, Quartier de la Roquette, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France"
1106,Studio calme Bastille/ Gare de Lyon,48.84794,2.36966,2,73,Entire Place,5,1,2,12,"Lycée professionnel Chennevière Malézieux, Rue de Bercy, Quartier des Quinze-Vingts, Paris 12e Arrondissement, Paris, Île-de-France, France métropolitaine, 75012, France"
1107,"Samaritaine-St Honoré, Renovated 1BD AC High range",48.86232,2.343,2,85,Entire Place,5,2,2,1,"Porte du Louvre, Allée Blaise-Cendrars, Quartier Les Halles, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France"
1108,studio de charme au coeur de Paris avec parking,48.86826,2.35472,2,86,Entire Place,5,2,2,3,"3, Rue Blondel, Quartier des Arts-et-Métiers, Paris 3e Arrondissement, Paris, Île-de-France, France métropolitaine, 75003, France"
1110,TERRACE DUPLEX @ LOUVRE - SEINE,48.86643,2.33708,2,85,Entire Place,5,2,2,2,"49, Rue de Richelieu, Quartier Vivienne, Paris 2e Arrondissement, Paris, Île-de-France, France métropolitaine, 75002, France"
1111,Small Atelier d'Artiste Faubourg Montmartre,48.87313,2.34244,2,89,Entire Place,5,2,2,9,"4, Rue de la Grange Batelière, Quartier du Faubourg-Montmartre, Paris 9e Arrondissement, Paris, Île-de-France, France métropolitaine, 75009, France"
1112,Beauquartier Grands Boulevards - Le Beau Studio 21,48.87338,2.34715,2,89,Entire Place,5,2,2,9,"Église Saint-Eugène Sainte-Cécile, Rue du Conservatoire, Quartier du Faubourg-Montmartre, Paris 9e Arrondissement, Paris, Île-de-France, France métropolitaine, 75009, France"
1113,#CuttleStudio @ Paris Le Marais,48.865,2.354,2,86,Entire Place,5,2,2,3,"Le marais, Rue de Turbigo, Quartier des Arts-et-Métiers, Paris 3e Arrondissement, Paris, Île-de-France, France métropolitaine, 75003, France"
1114,Cosy central apartment,48.872,2.358,2,89,Entire Place,5,2,2,10,"10, Rue Hittorf, Quartier de la Porte-Saint-Martin, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France"
1115,Appartement Paris centre,48.85861,2.35008,2,87,Entire Place,5,2,2,4,"22, Rue Saint-Martin, Quartier Saint-Merri, Paris 4e Arrondissement, Paris, Île-de-France, France métropolitaine, 75004, France"
1116,Apartment in the heart of Paris,48.8639,2.35073,2,85,Entire Place,5,2,2,2,"12, Impasse des Peintres, Quartier de Bonne-Nouvelle, Paris 2e Arrondissement, Paris, Île-de-France, France métropolitaine, 75002, France"
1117,Appartement Romantique au Cœur de Paris,48.87693,2.34914,2,89,Entire Place,5,2,2,10,"82, Rue du Faubourg Poissonnière, Quartier de Rochechouart, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France"
1118,Calm & New 1BR apartement 6@ Louvre Saint-Honoré,48.86167,2.33893,2,99,Entire Place,5,2,2,8,"151, Rue de Rivoli, Quartier de la Madeleine, Paris 8e Arrondissement, Paris, Île-de-France, France métropolitaine, 75008, France"
1119,Studio Résidentiel au cœur de Paris,48.8609,2.35275,2,97,Entire Place,5,2,2,4,"Centre Georges Pompidou, 19, Rue Beaubourg, Quartier des Arts-et-Métiers, Paris 3e Arrondissement, Paris, Île-de-France, France métropolitaine, 75004, France"
1120,Welcoming studio-Louvre,48.86483,2.33976,2,97,Entire Place,5,2,2,1,"Banque de France, Rue de Beaujolais, Quartier du Palais Royal, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France"
1121,Beau 2 pièces Paris proche marais.,48.87014,2.35472,2,98,Entire Place,5,2,2,10,"Qei+, Boulevard de Strasbourg, Quartier de la Porte-Saint-Martin, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France"
1122,Lovely flat in the center of Paris,48.86477,2.35102,2,93,Entire Place,5,2,2,2,"5, Rue de Palestro, Quartier de Bonne-Nouvelle, Paris 2e Arrondissement, Paris, Île-de-France, France métropolitaine, 75002, France"
1124,#CosyStudio @ Paris betw. Opéra & Montmartre,48.87149,2.34262,2,93,Entire Place,5,2,2,2,"Rue Montmartre, Boulevard Montmartre, Quartier Vivienne, Paris 2e Arrondissement, Paris, Île-de-France, France métropolitaine, 75002, France"
1125,REPUBLIQUE : BEAU 2 PIECES TOUT CONFORT,48.87165,2.35862,2,93,Entire Place,5,2,2,10,"Conservatoire Hector Berlioz, Rue Bouchardon, Quartier de la Porte-Saint-Martin, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France"
1126,"Superbe appt lumineux, belle vue proche République",48.87243,2.35717,2,93,Entire Place,5,2,2,10,"BoBBi, Rue du Faubourg Saint-Martin, Quartier de la Porte-Saint-Martin, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France"
1127,YOUR COSY NEST IN PARIS!,48.87614,2.3441,2,99,Entire Place,5,2,2,9,"38, Rue Cadet, Quartier du Faubourg-Montmartre, Paris 9e Arrondissement, Paris, Île-de-France, France métropolitaine, 75009, France"
1128,Bel appartement au coeur de Paris - Rue Montmartre,48.86646,2.34506,2,99,Entire Place,5,2,2,2,"Centre Sportif Jean Dame, Rue Léopold-Bellan, Quartier du Mail, Paris 2e Arrondissement, Paris, Île-de-France, France métropolitaine, 75002, France"
1129,Quiet place in the Haut-Marais,48.86723,2.35726,2,99,Entire Place,5,2,2,3,"46, Rue du Vertbois, Quartier des Arts-et-Métiers, Paris 3e Arrondissement, Paris, Île-de-France, France métropolitaine, 75003, France"
1130,"Coeur du Marais, Paris Hotel de Ville, Beaubourg",48.85967,2.35254,2,89,Entire Place,5,2,2,4,"PA-109, Rue du Renard, Quartier Saint-Merri, Paris 4e Arrondissement, Paris, Île-de-France, France métropolitaine, 75004, France"
1132,Cosy studio - Le Marais - Beaubourg -,48.86044,2.3532,2,55,Entire Place,5,2,2,3,"4, Rue Beaubourg, Quartier des Arts-et-Métiers, Paris 3e Arrondissement, Paris, Île-de-France, France métropolitaine, 75003, France"
1133,Classic styled Studio - AC and terrasse - Marais,48.86457,2.35501,2,54,Entire Place,5,2,2,3,"Petit hôtel d'Estrées, Rue des Gravilliers, Quartier des Arts-et-Métiers, Paris 3e Arrondissement, Paris, Île-de-France, France métropolitaine, 75003, France"
1134,Apparement équipe - Paris centre,48.8716,2.35431,2,58,Entire Place,5,2,2,10,"86, Passage Brady, Quartier de la Porte-Saint-Martin, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France"
1135,Edgar Suites Bellan - Louvre-Montorgueil area,48.868,2.344,2,65,Entire Place,5,2,2,2,"107, Rue Réaumur, Quartier du Mail, Paris 2e Arrondissement, Paris, Île-de-France, France métropolitaine, 75002, France"
1136,Calm and charm near the Heart of Paris,48.87612,2.34058,2,78,Entire Place,5,2,2,10,"2, Rue de Maubeuge, Quartier Saint-Vincent-de-Paul, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France"
1138,Heart of Paris (Montorgueil Paris 2,48.8658,2.3494,2,74,Entire Place,5,2,2,2,"13, Rue Saint-Sauveur, Quartier de Bonne-Nouvelle, Paris 2e Arrondissement, Paris, Île-de-France, France métropolitaine, 75002, France"
1139,Lovely studio little garden at Canal St Martin 2P,48.87312,2.35356,2,77,Entire Place,5,2,2,10,"Le Cham'Bar, Rue des Petites-Écuries, Quartier de la Porte-Saint-Denis, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France"
1140,bright studio flat  chatelet Paris centre,48.86083,2.34723,2,78,Entire Place,5,2,2,1,"Quai 4, Souterrain de la Petite Boucle (Voie Z), Quartier Les Halles, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France"
1141,AMAZING STUDIO LOUVRE / Bail mobilité,48.86235,2.34159,2,77,Entire Place,5,2,2,1,"Pharmacie du Louvre, 38, Rue du Louvre, Quartier Les Halles, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France"
1142,Spacieux 2 pièces au cœur de Paris - Bail MOBILITE,48.86879,2.35662,2,68,Entire Place,5,2,2,3,"47, Boulevard Saint-Martin, Quartier des Arts-et-Métiers, Paris 3e Arrondissement, Paris, Île-de-France, France métropolitaine, 75003, France"
1143,"Joli Studio Paris 9, Station Cadet (Metro 7)",48.8765,2.3444,2,68,Entire Place,5,2,2,9,"Bazar, Rue Cadet, Quartier du Faubourg-Montmartre, Paris 9e Arrondissement, Paris, Île-de-France, France métropolitaine, 75009, France"
1144,Appartement de charme au cœur de Paris,48.878,2.347,2,78,Entire Place,5,2,2,9,"1, Rue de Chantilly, Quartier de Rochechouart, Paris 9e Arrondissement, Paris, Île-de-France, France métropolitaine, 75009, France"
1145,"Cosy studio Paris 9e, proche Faubourg-Montmartre",48.87408,2.34409,2,66,Entire Place,5,2,2,9,"40, Rue Richer, Quartier du Faubourg-Montmartre, Paris 9e Arrondissement, Paris, Île-de-France, France métropolitaine, 75009, France"
1146,Bright studio in famous discrict. Studio Clair.,48.86982,2.33601,2,82,Entire Place,5,2,2,2,"Le Centorial, Rue du Quatre Septembre, Quartier Gaillon, Paris 2e Arrondissement, Paris, Île-de-France, France métropolitaine, 75002, France"
1147,?Apt ideal for 2p at 5 min from Gare du Nord?,48.87646,2.3506,2,81,Entire Place,5,2,2,10,"4, Rue des Messageries, Quartier de la Porte-Saint-Denis, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France"
1148,Confortable pied à terre avec patio,48.8792,2.35167,2,82,Entire Place,5,2,2,10,"Église Saint-Vincent-de-Paul, Place Franz Liszt, Quartier Saint-Vincent-de-Paul, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France"
1149,Paris 10e - Gare de l'Est - Gare du Nord,48.87343,2.35555,2,84,Entire Place,5,2,2,10,"Atelier Ar-Chè, Passage du Désir, Quartier de la Porte-Saint-Denis, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France"
1150,Beautiful Apartment CENTER - Châtelet,48.86062,2.35078,2,83,Entire Place,5,2,2,4,"Image in' Air, Place Georges Pompidou, Quartier Saint-Merri, Paris 4e Arrondissement, Paris, Île-de-France, France métropolitaine, 75004, France"
1151,Appartement lumineux avec balcon - Folies Bergères,48.872,2.344,2,95,Entire Place,5,2,2,9,"Académie Internationale de Comédie Musicale, Cité Bergère, Quartier du Faubourg-Montmartre, Paris 9e Arrondissement, Paris, Île-de-France, France métropolitaine, 75009, France"
1153,Studio (3) Beaubourg - Marais - Étienne Marcel,48.8647,2.3542,2,96,Entire Place,5,2,2,3,"Balice Hertling, Rue des Gravilliers, Quartier des Arts-et-Métiers, Paris 3e Arrondissement, Paris, Île-de-France, France métropolitaine, 75003, France"
1154,Studio (1) Beaubourg - Marais - Étienne Marcel,48.86319,2.35269,2,96,Entire Place,5,2,2,3,"36, Rue du Grenier Saint-Lazare, Quartier Sainte-Avoye, Paris 3e Arrondissement, Paris, Île-de-France, France métropolitaine, 75003, France"
1156,Studio (2) Beaubourg - Marais - Étienne Marcel,48.86331,2.35402,2,96,Entire Place,5,2,2,3,"Les Épiciers, Rue de Montmorency, Quartier Sainte-Avoye, Paris 3e Arrondissement, Paris, Île-de-France, France métropolitaine, 75003, France"
1157,Studio lumineux à Châtelet,48.85841,2.34612,2,95,Entire Place,5,2,2,1,"Dammann Frères, Rue des Lavandières Sainte-Opportune, Quartier Saint-Germain-l'Auxerrois, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France"
1158,"Paris Monamour-Windows, views, and elegant décor.",48.85943,2.3511,2,95,Entire Place,5,2,2,4,"PA-1432, Place Igor Stravinsky, Quartier Saint-Merri, Paris 4e Arrondissement, Paris, Île-de-France, France métropolitaine, 75004, France"
1159,Akila Apart City Paris 9e Opéra & Montmartre,48.87851,2.34747,2,96,Entire Place,5,2,2,9,"Résidence du Pré, Rue Pierre Semard, Quartier de Rochechouart, Paris 9e Arrondissement, Paris, Île-de-France, France métropolitaine, 75009, France"
1160,"Studio très calme, en plein coeur de Paris",48.86339,2.34084,2,95,Entire Place,5,2,2,1,"8, Rue du Colonel Driant, Quartier Les Halles, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France"
1161,"Grand studio calme, Montorgueil",48.86727,2.34798,2,95,Entire Place,5,2,2,2,"Franprix, Rue Réaumur, Quartier de Bonne-Nouvelle, Paris 2e Arrondissement, Paris, Île-de-France, France métropolitaine, 75002, France"
1162,"Superbe 60 m2, calme et lumineux !",48.8785,2.35338,2,95,Entire Place,5,2,2,10,"123, Rue La Fayette, Quartier de l'Hôpital Saint-Louis, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France"
1163,Rex Opéra,48.86996,2.34896,2,95,Entire Place,5,2,2,2,"11, Rue Thorel, Quartier de Bonne-Nouvelle, Paris 2e Arrondissement, Paris, Île-de-France, France métropolitaine, 75002, France"
1164,? Charming renovated studio in quiet Paris 10 ?,48.87677,2.35566,2,52,Entire Place,5,2,2,10,"Boulevard de Magenta, Quartier Saint-Vincent-de-Paul, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France"
1165,Paris superbe studio quartier porte saint Martin.,48.87547,2.35694,2,69,Entire Place,5,2,2,10,"A1R8A3, Boulevard de Magenta, Quartier de la Porte-Saint-Denis, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France"
1166,Lovely Apartment in Central Paris,48.87025,2.35012,2,69,Entire Place,5,2,2,2,"Boulevard de Bonne Nouvelle, Quartier de Bonne-Nouvelle, Paris 2e Arrondissement, Paris, Île-de-France, France métropolitaine, 75002, France"
1167,Cosy and quiet Studio in Le Marais,48.86231,2.35106,2,72,Entire Place,5,2,2,3,"Anticafé, 79, Rue Quincampoix, Quartier Sainte-Avoye, Paris 3e Arrondissement, Paris, Île-de-France, France métropolitaine, 75003, France"
1168,Lovely studio in the Heart of Paris,48.87035,2.35786,2,70,Entire Place,5,2,2,10,"Franprix, Rue Bouchardon, Quartier de la Porte-Saint-Martin, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France"
1169,Studio d'un étudiant en art près de l'Opéra,48.87507,2.34402,2,70,Entire Place,5,2,2,9,"Le Bonheur, Rue Saulnier, Quartier du Faubourg-Montmartre, Paris 9e Arrondissement, Paris, Île-de-France, France métropolitaine, 75009, France"
1170,Grand studio calme dans le centre de Paris.,48.86555,2.34728,2,70,Entire Place,5,2,2,3,"73, Rue Greneta, Quartier des Arts-et-Métiers, Paris 3e Arrondissement, Paris, Île-de-France, France métropolitaine, 75003, France"
1171,Charming apartment at République,48.87068,2.3577,2,70,Entire Place,5,2,2,10,"17, Rue Bouchardon, Quartier de la Porte-Saint-Martin, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France"
1173,"Tower on a roof, Paris center",48.8727,2.34717,2,61,Entire Place,5,2,2,8,"Salle du Conservatoire, 2bis, Rue du Conservatoire, Quartier du Faubourg-Montmartre, Paris 9e Arrondissement, Paris, Île-de-France, France métropolitaine, 75008, France"
1174,Sweet apartment very well located,48.83661,2.28575,2,56,Entire Place,5,3,2,15,"Lycée Louis Amand, Rue Lecourbe, Quartier de Javel, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France"
1175,Studio à deux pas de la Tour Eiffel,48.85442,2.29434,2,84,Entire Place,5,3,2,15,"Institut Français, 8 - 14, Rue du Capitaine Scott, Quartier de Grenelle, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France"
1176,Lovely Space near the Eiffel Tower,48.85101,2.29246,2,85,Entire Place,5,3,2,15,"J. Coiffure, Boulevard de Grenelle, Quartier de Grenelle, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France"
1177,Apartment 15 minutes away from the Eiffel Tower,48.847,2.307,2,85,Entire Place,5,3,2,15,"Sadaharu Aoki, 25, Rue Pérignon, Quartier Necker, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France"
1178,"Quiet, charming studio",48.84866,2.29416,2,89,Entire Place,5,3,2,15,"2, Rue Letellier, Quartier de Grenelle, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France"
1179,Duplex cinéma face au Parc des Expositions,48.83017,2.29402,2,88,Entire Place,5,3,2,15,"48, Boulevard Lefebvre, Quartier Saint-Lambert, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France"
1180,Studio cosy idéalement situé pour visiter Paris,48.84248,2.29382,2,85,Entire Place,5,3,2,15,"Graine de Coton, Rue de l'Abbé Groult, Quartier de Javel, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France"
1181,"NEAR EIFFEL TOWER AND THE SEINE, LUXURIOUS STUDIO",48.85047,2.28356,2,86,Entire Place,5,3,2,15,"Promenade Gibran Khalil Gibran, Quartier de Grenelle, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France"
1182,Appartement sur Tour Eiffel,48.85827,2.27275,2,89,Entire Place,5,3,2,16,"Le Grand Bistro Muette, Chaussée de la Muette, Quartier de la Muette, Paris 16e Arrondissement, Paris, Île-de-France, France métropolitaine, 75016, France"
1183,2-rooms Fabulous view near Eiffel T and the Seine,48.84388,2.27585,2,88,Entire Place,5,3,2,15,"Seine Cévennes, Quai André Citroën, Quartier de Javel, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France"
1184,Studio Photo face au Parc des Expositions,48.82903,2.29376,2,86,Entire Place,5,3,2,15,"Avenue Albert Bartholomé, Quartier Saint-Lambert, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France"
1185,Bright architect flat/10 sec from metro Vaugirard,48.84016,2.30092,2,97,Entire Place,5,3,2,15,"Quartier Saint-Lambert, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France"
1186,Cosy 2 Person Studio - Near Eiffel Tower,48.84536,2.30612,2,91,Entire Place,5,3,2,15,"UNESCO Miollis, 1, Rue Miollis, Quartier Necker, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France"
1187,App 30 m² Paris 15 Simple Calme Proche Tour Eiffel,48.84467,2.28877,2,99,Entire Place,5,3,2,15,"Privée, Rue des Entrepreneurs, Quartier de Javel, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France"
1188,Studio cosy rénové prox P de Versailles / T Eiffel,48.83817,2.28938,2,88,Entire Place,5,3,2,15,"189, Rue de la Croix Nivert, Quartier de Javel, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France"
1189,Un studio charmant en bail mobilité.,48.84507,2.30096,2,55,Entire Place,5,3,2,15,"Parking Cambronne - Rue du Commerce, 26, Villa Croix Nivert, Quartier Necker, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France"
1190,Lovely flat near the Eiffel Tower,48.8436,2.2972,2,99,Entire Place,5,3,2,15,"Lycée Camille Sée, Rue du Docteur Jacquemaire Clemenceau, Quartier Saint-Lambert, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France"
1191,Nice studio between Commerce and the Eiffel Tower,48.84515,2.29816,2,92,Entire Place,5,3,2,15,"6, Rue Meilhac, Quartier Necker, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France"
1192,"Grand studio,calme,proche OCDE, idéal télétravail.",48.8599,2.26613,2,89,Entire Place,5,3,2,16,"Ambassade de Monaco, Square des Écrivains Combattants Morts pour la France, Quartier de la Muette, Paris 16e Arrondissement, Paris, Île-de-France, France métropolitaine, 75016, France"
1197,Studio Paris Eiffel,48.84725,2.29545,2,68,Entire Place,5,3,2,15,"57, Rue Fondary, Quartier de Grenelle, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France"
1198,Beau STUDIO à Paris XVème,48.836,2.288,2,65,Entire Place,5,3,2,15,"Maison Sainte-Germaine, Rue Desnouettes, Quartier Saint-Lambert, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France"
1200,Studio neuf cosy au cœur du 15e,48.83683,2.29271,2,82,Entire Place,5,3,2,15,"Entreprise JBH, Rue Saint-Lambert, Quartier Saint-Lambert, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France"
1201,Appartement charmant aux portes du 15eme.,48.8309,2.28442,2,83,Entire Place,5,3,2,15,"Boulevard Périphérique Intérieur, Quartier de Javel, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France"
1202,Appartement 2P Parc des expo Porte de Versailles,48.83296,2.28042,2,81,Entire Place,5,3,2,15,"Bâtiment 43, Boulevard Périphérique Intérieur, Quartier de Javel, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France"
1204,Studio « Café Papillon » avec Parking gratuit,48.83478,2.29155,2,95,Entire Place,5,3,2,15,"La P'tit Chouan, Rue de Vaugirard, Quartier Saint-Lambert, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France"
1205,2 pièces tout neuf et lumineux Paris 15,48.84873,2.28792,2,95,Entire Place,5,3,2,15,"55, Place Saint-Charles, Quartier de Grenelle, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France"
1206,Appartement 40m2  Vue Tour Eiffel- Bail  mobilité,48.848,2.29,2,52,Entire Place,5,3,2,15,"Théâtre, Rue de Lourmel, Quartier de Grenelle, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France"
1207,Apartment in the 15th,48.84761,2.29656,2,52,Entire Place,5,3,2,15,"29, Rue du Commerce, Quartier de Grenelle, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France"
1208,"Romantic Eiffel Tower View Studio, Paris 15th :)",48.84416,2.30057,2,62,Entire Place,5,3,2,15,"62, Rue Cambronne, Quartier Necker, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France"
1209,Comfortable and Lovely Studio In Paris 15eme,48.83936,2.28518,2,69,Entire Place,5,3,2,15,"6, Rue Jean Maridor, Quartier de Javel, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France"
1210,Convention/Porte de Versailles - vue Tour Eiffel,48.83702,2.29776,2,70,Entire Place,5,3,2,15,"Nicolas, Rue de la Convention, Quartier Saint-Lambert, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France"
1211,Studio @Paris 15 mins to Eiffel,48.84599,2.30303,2,62,Entire Place,5,3,2,15,"32, Rue Miollis, Quartier Necker, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France"
1212,Beau studio au cœur de Paris 15,48.83526,2.289,2,69,Entire Place,5,3,2,15,"11, Rue Auguste Chabrières, Quartier Saint-Lambert, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France"
